"title","tokens","n","total","tf","idf","tf_idf"
"Assoc Group Leader - Vaccine Sciences Supervisor/Manager/Mentor","leadership",4,1566,0.00255427841634738,1.49578409994796,0.00382064904201268
"Assoc Group Leader - Vaccine Sciences Supervisor/Manager/Mentor","management",4,1566,0.00255427841634738,0.547311166114104,0.00139798509863117
"Associate Creative Director - Art Director","leadership",4,347,0.0115273775216138,1.49578409994796,0.0172424680109275
"Associate Human Resources Manager","leadership",4,479,0.00835073068893528,1.49578409994796,0.0124908901874569
"Associate Manager, Provisioning","manager",4,639,0.00625978090766823,1.05749719919632,0.00661970077744172
"Associate Practice Manager","management",4,409,0.0097799511002445,0.547311166114104,0.00535267644121374
"Associate Project Manager, Capital Project Delivery","manage",4,837,0.004778972520908,1.32034111832166,0.00630987392268414
"Associate Sales Representative","manager",4,320,0.0125,1.05749719919632,0.0132187149899539
"Asst Community Manager","manager",4,499,0.00801603206412826,1.05749719919632,0.00847693145648349
"Asst. Customer Service Manager","leadership",4,1024,0.00390625,1.49578409994796,0.00584290664042173
"Audit Lead","manage",4,306,0.0130718954248366,1.32034111832166,0.0172593610238125
"Automation Technician","control",4,762,0.005249343832021,1.76157345028845,0.00924710472592363
"Automation Test Lead","management",4,375,0.0106666666666667,0.547311166114104,0.00583798577188378
"Automotive Service Director","manager",4,782,0.0051150895140665,1.05749719919632,0.00540919283476376
"Batch Plant Operator","manager",4,184,0.0217391304347826,1.05749719919632,0.022989069547746
"BBW Key Holder-CHERRY HILL MALL","manager",4,416,0.00961538461538462,1.05749719919632,0.0101682422999646
"BBW Supervisor-CHERRYDALE POINT","leadership",4,478,0.00836820083682008,1.49578409994796,0.0125170217568867
"BBW Supervisor-EAST TOWNE MALL","leadership",4,478,0.00836820083682008,1.49578409994796,0.0125170217568867
"Benefits & Compensation Manager","administration",4,359,0.011142061281337,1.99169019129548,0.0221915341648522
"Benefits Manager","administration",4,843,0.00474495848161329,1.99169019129548,0.00945048726593349
"BH Contracting Manager","management",4,509,0.00785854616895874,0.547311166114104,0.00430107006769434
"Billing Administrator","management",4,735,0.0054421768707483,0.547311166114104,0.00297856416932846
"Billing Clerk / Administration Assistant.","administration",4,258,0.0155038759689922,1.99169019129548,0.0308789176945036
"Biochemist I","supervisor",4,547,0.00731261425959781,2.01390418576636,0.0147269044662988
"Blended Case Manager","management",4,504,0.00793650793650794,0.547311166114104,0.004343739413604
"Bookkeeper","direction",4,3197,0.00125117297466375,2.12185633560338,0.002654809303226
"Branch Associate","leader",4,818,0.00488997555012225,2.14624778872754,0.0104950992113816
"Branch Manager- Engineering Excellence- State of Michigan","leadership",4,806,0.00496277915632754,1.49578409994796,0.00742324615358791
"Branch Manager (Texas First Rentals)","management",4,152,0.0263157894736842,0.547311166114104,0.0144029254240554
"Branch Manager III","manager",4,484,0.00826446280991736,1.05749719919632,0.00873964627434971
"BRAND MGMT ADMIN ASST","management",4,797,0.00501882057716437,0.547311166114104,0.00274685654260529
"Brand Representative","leadership",4,349,0.0114613180515759,1.49578409994796,0.0171436573059938
"Building and Facilities Manager","management",4,366,0.0109289617486339,0.547311166114104,0.00598154279906125
"Busboy","direction",4,305,0.0131147540983607,2.12185633560338,0.027827624073487
"Business Analyst","leadership",4,4846,0.000825423029302518,1.49578409994796,0.00123465464296159
"Business Analyst","manage",4,4846,0.000825423029302518,1.32034111832166,0.00108983996559773
"Business Analyst PS+D – PSJH","management",4,568,0.00704225352112676,0.547311166114104,0.00385430398671905
"Business Controller","management",4,702,0.0056980056980057,0.547311166114104,0.00311858214310031
"Business Development Account Manager","management",4,195,0.0205128205128205,0.547311166114104,0.0112268957151611
"Business Development Manager - US","manager",4,915,0.00437158469945355,1.05749719919632,0.0046229385757216
"Business Intelligence Analyst","power",4,961,0.00416233090530697,2.14814892998457,0.00894130668047686
"Business Intelligence Manager","lead",4,912,0.0043859649122807,1.58216498828802,0.00693932012407026
"Business Intelligence Manager","manager",4,912,0.0043859649122807,1.05749719919632,0.00463814561051015
"Business Manager / Financial Manager","manager",4,414,0.00966183574879227,1.05749719919632,0.0102173642434427
"Business Operations Program Manager","management",4,352,0.0113636363636364,0.547311166114104,0.00621944506947846
"Business Ops Mgr - CSI","manager",4,583,0.00686106346483705,1.05749719919632,0.00725555539757335
"Business Support Lead II","management",4,709,0.00564174894217207,0.547311166114104,0.00308779219246321
"Business Systems Manager- JDA Job","manage",4,785,0.00509554140127389,1.32034111832166,0.00672785283221226
"Cafe Manager","manager",4,449,0.0089086859688196,1.05749719919632,0.00942091046054624
"Call Center Manager","manager",4,959,0.00417101147028154,1.05749719919632,0.00441083294763844
"Call Center Supervisor","manage",4,1386,0.00288600288600289,1.32034111832166,0.00381050827798458
"Call Center Supervisor / Team Leader","management",4,439,0.00911161731207289,0.547311166114104,0.00498688989625608
"Campus Director (Dallas)","direction",4,727,0.00550206327372765,2.12185633560338,0.0116745878162497
"Campus Director (Dallas)","management",4,727,0.00550206327372765,0.547311166114104,0.00301134066637747
"Canvassing Manager","management",4,965,0.00414507772020725,0.547311166114104,0.00226864732068023
"Capacity Procurement Representative","capacity",4,535,0.00747663551401869,3.21954226941136,0.0240713440703653
"Care Management Support Assistant 2 - St. Petersburg, Fl","management",4,214,0.0186915887850467,0.547311166114104,0.0102301152544692
"Care Manager/HH","manager",4,225,0.0177777777777778,1.05749719919632,0.0187999502079345
"Case Manager Supervisor","management",4,242,0.0165289256198347,0.547311166114104,0.00904646555560503
"Case Manager Supported Living Agency","manager",4,210,0.019047619047619,1.05749719919632,0.0201428037942155
"Cash Applications Specialist","management",4,913,0.00438116100766703,0.547311166114104,0.00239785834003989
"Cashier","manager",4,1750,0.00228571428571429,1.05749719919632,0.00241713645530586
"Cashier and/or Line Cook or Prep Cook","manager",4,445,0.00898876404494382,1.05749719919632,0.00950559280176463
"Category Manager","direction",4,1750,0.00228571428571429,2.12185633560338,0.00484995733852202
"Category Manager","leadership",4,1750,0.00228571428571429,1.49578409994796,0.00341893508559534
"Category Manager - Sr. Category Manager - MRO","management",4,358,0.0111731843575419,0.547311166114104,0.00611520855993413
"Category Manager - Sr. Category Manager - MRO","manager",4,358,0.0111731843575419,1.05749719919632,0.0118156111642046
"CCB Technology – Finance & Business Management: CIO Business Management Lead – ED","management",4,684,0.00584795321637427,0.547311166114104,0.00320065009423453
"CEO","administration",4,570,0.00701754385964912,1.99169019129548,0.013976773272249
"Certified Community Association Portfolio Manager","management",4,180,0.0222222222222222,0.547311166114104,0.0121624703580912
"Certified Medication Aide","supervisor",4,681,0.00587371512481645,2.01390418576636,0.011829099475867
"Channel Business Development Manager","manager",4,342,0.0116959064327485,1.05749719919632,0.0123683882946937
"Channel Partner Manager","management",4,532,0.0075187969924812,0.547311166114104,0.00411512154973011
"Chef Manager","leader",4,524,0.00763358778625954,2.14624778872754,0.0163835709063171
"Chef Manager (Developmental) 40k","manager",4,251,0.0159362549800797,1.05749719919632,0.0168525450071126
"Chemist","management",4,454,0.00881057268722467,0.547311166114104,0.00482212481157801
"Chief Engineer","manage",4,2197,0.00182066454255803,1.32034111832166,0.00240389825820966
"Chief Engineer","supervise",4,2197,0.00182066454255803,2.7939114917086,0.00508677558799928
"CHIEF INFORMATION OFFICER","management",4,362,0.0110497237569061,0.547311166114104,0.00604763719463099
"Chief of Staff","manage",4,450,0.00888888888888889,1.32034111832166,0.0117363654961925
"Chief Strategy Officer","leadership",4,929,0.00430570505920344,1.49578409994796,0.00644040516662201
"Civil Engineer/Project Manager","control",4,509,0.00785854616895874,1.76157345028845,0.0138434062891037
"Cleaning Crew","management",4,460,0.00869565217391304,0.547311166114104,0.004759227531427
"Cleaning Director","management",4,419,0.00954653937947494,0.547311166114104,0.00522492760013465
"Client Director","management",4,379,0.0105540897097625,0.547311166114104,0.005776371146323
"Client Engagement Leader","management",4,385,0.0103896103896104,0.547311166114104,0.00568634977780888
"Client Relationship Manager","manage",4,1009,0.00396432111000991,1.32034111832166,0.00523425616777663
"Client Services Manager II","manager",4,586,0.0068259385665529,1.05749719919632,0.0072184109160158
"Client Success Manager","manager",4,1276,0.00313479623824451,1.05749719919632,0.00331503824199472
"Clinic Manager II - Retail","leadership",4,780,0.00512820512820513,1.49578409994796,0.00767068769204084
"Clinic Nurse Manager","management",4,357,0.0112044817927171,0.547311166114104,0.00613233799567624
"Clinical Manager","leadership",4,1166,0.00343053173241852,1.49578409994796,0.00513133481971857
"Closing Team Leader","leadership",4,259,0.0154440154440154,1.49578409994796,0.0231009127405091
"CMMS Operations Lead","management",4,142,0.028169014084507,0.547311166114104,0.0154172159468762
"CNC Shop Supervisor","supervisor",4,462,0.00865800865800866,2.01390418576636,0.0174363998767651
"Coco Key Waterpark Manager","management",4,249,0.0160642570281124,0.547311166114104,0.00879214724681292
"Coffee Shop Lead","management",4,486,0.00823045267489712,0.547311166114104,0.00450461865114489
"Collections Specialist","management",4,2034,0.00196656833824975,0.547311166114104,0.00107632481045055
"Commercial Cabinet Installer","power",4,308,0.012987012987013,2.14814892998457,0.0278980380517476
"Commercial Excellence Leader","lead",4,890,0.00449438202247191,1.58216498828802,0.00711085387994616
"Commercial Excellence Leader","leadership",4,890,0.00449438202247191,1.49578409994796,0.00672262516830545
"Commercial HVAC Technician-Sheraton Hotel on Crown Center","control",4,413,0.00968523002421308,1.76157345028845,0.0170612440705903
"Commercial Portfolio Analyst II - Dealer Services","management",4,253,0.0158102766798419,0.547311166114104,0.0086531409662309
"Communicåtions Consultant","leadership",4,373,0.0107238605898123,1.49578409994796,0.0160405801602999
"Community Association Manager","manage",4,261,0.0153256704980843,1.32034111832166,0.0202351129244698
"Community Association Manager - Trainee","management",4,231,0.0173160173160173,0.547311166114104,0.00947724962968146
"Community Recreation Center Supervisor M14","supervise",4,394,0.0101522842639594,2.7939114917086,0.0283645836721685
"Community Support Program Manager III","management",4,743,0.0053835800807537,0.547311166114104,0.00294649349186597
"Compensation Administrator","administration",4,92,0.0434782608695652,1.99169019129548,0.0865952257084992
"Compliance Analyst","management",4,320,0.0125,0.547311166114104,0.00684138957642631
"COMPUTER OPERATOR","manage",4,725,0.00551724137931034,1.32034111832166,0.00728464065280913
"Consolidated Laboratory Deputy Director (Scientist Manager II)","management",4,605,0.00661157024793388,0.547311166114104,0.00361858622224201
"CONSTRUCTION FIELD SUPERVISOR for Home Improvement","supervisor",4,486,0.00823045267489712,2.01390418576636,0.0165753430927273
"Construction Manager","manager",4,1344,0.00297619047619048,1.05749719919632,0.00314731309284618
"Construction Superintendent","management",4,596,0.00671140939597315,0.547311166114104,0.00367322930277922
"Consumer Lending Team Lead","management",4,785,0.00509554140127389,0.547311166114104,0.00278884670631391
"Consumer Payments Lead, Director","management",4,621,0.00644122383252818,0.547311166114104,0.00352535372698296
"Contact Center Lead","manage",4,520,0.00769230769230769,1.32034111832166,0.0101564701409358
"Content Strategist","management",4,568,0.00704225352112676,0.547311166114104,0.00385430398671905
"Contract Manager, Professional Services Contracts","manager",4,706,0.0056657223796034,1.05749719919632,0.00599148554785448
"Contract Support Lead","management",4,625,0.0064,0.547311166114104,0.00350279146313027
"Controller","administration",4,6595,0.000606520090978014,1.99169019129548,0.00120800011602455
"Controller","direction",4,6595,0.000606520090978014,2.12185633560338,0.00128694849771244
"Controller","influence",4,6595,0.000606520090978014,3.45315712059287,0.00209440917094336
"Controller","lead",4,6595,0.000606520090978014,1.58216498828802,0.000959614852638677
"Controller","manager",4,6595,0.000606520090978014,1.05749719919632,0.000641393297465544
"Controller- Multi Hotel and Development Investment Firm","management",4,281,0.0142348754448399,0.547311166114104,0.00779090627920433
"Controls Engineer (Power Plant)","management",4,582,0.00687285223367698,0.547311166114104,0.00376158877054367
"Controls Engineer (Power Plant)","power",4,582,0.00687285223367698,2.14814892998457,0.0147639101717152
"Cook","manager",4,3526,0.00113442994895065,1.05749719919632,0.00119965649369973
"Cop and Mail Supervisor","management",4,695,0.00575539568345324,0.547311166114104,0.00314999232295887
"Corporate & Franchise Paralegal","management",4,714,0.00560224089635854,0.547311166114104,0.00306616899783812
"Corporate Controller","management",4,439,0.00911161731207289,0.547311166114104,0.00498688989625608
"Corporate HR Electronic Records Auditor DSSW SAT (04 19 19)","management",4,434,0.00921658986175115,0.547311166114104,0.00504434254483046
"Cost Accountant","management",4,1515,0.00264026402640264,0.547311166114104,0.00144504598313955
"Credentialing Specialist","management",4,663,0.00603318250377074,0.547311166114104,0.00330202815151798
"Credit Administration Specialist II","administration",4,274,0.0145985401459854,1.99169019129548,0.0290757692159924
"Credit Manager","manager",4,537,0.0074487895716946,1.05749719919632,0.00787707410946976
"Crew Supervisor - Construction","supervisor",4,669,0.00597907324364723,2.01390418576636,0.0120412806323848
"Cricket Wireless Store Manager","management",4,567,0.00705467372134039,0.547311166114104,0.00386110170098134
"CRM Manager","manager",4,413,0.00968523002421308,1.05749719919632,0.0102421036241774
"Custodian","management",4,2592,0.00154320987654321,0.547311166114104,0.000844615997089667
"Customer Account Leader","leadership",4,1050,0.00380952380952381,1.49578409994796,0.00569822514265891
"Customer Account Leader","management",4,1050,0.00380952380952381,0.547311166114104,0.00208499491852992
"Customer Engagement Leader/Manager","lead",4,297,0.0134680134680135,1.58216498828802,0.0213086193708824
"Customer Experience Manager","manager",4,381,0.010498687664042,1.05749719919632,0.0111023327999613
"Customer Quality Engineer","control",4,388,0.0103092783505155,1.76157345028845,0.0181605510339016
"Customer Quality Engineer Lead","management",4,591,0.00676818950930626,0.547311166114104,0.00370430569281966
"Customer Relations Supervisor","management",4,210,0.019047619047619,0.547311166114104,0.0104249745926496
"Customer Service & Claims Manager","administration",4,118,0.0338983050847458,1.99169019129548,0.0675149217388299
"Customer Service Rep","power",4,2115,0.00189125295508274,2.14814892998457,0.00406269301179114
"Customer Service Representative","manage",4,4918,0.000813338755591704,1.32034111832166,0.00107388460213229
"Customer Service Representative","management",4,4918,0.000813338755591704,0.547311166114104,0.00044514938276869
"Customer Success Manager","management",4,1173,0.00341005967604433,0.547311166114104,0.00186636373781451
"Customer Support Manager","management",4,381,0.010498687664042,0.547311166114104,0.00574604898807459
"Data Engineer","management",4,1066,0.00375234521575985,0.547311166114104,0.0020537004357002
"Data Manager","manager",4,603,0.0066334991708126,1.05749719919632,0.00701490679400541
"Data Scientist","manage",4,1243,0.00321802091713596,1.32034111832166,0.00424888533651377
"Database Engineer","administration",4,299,0.0133779264214047,1.99169019129548,0.0266446848333844
"Day Team Member","manager",4,179,0.0223463687150838,1.05749719919632,0.0236312223284093
"Delivery Driver","management",4,1074,0.0037243947858473,0.547311166114104,0.00203840285331138
"Demand Planner - 1st Shift","management",4,750,0.00533333333333333,0.547311166114104,0.00291899288594189
"Dental Office Manager","lead",4,2385,0.00167714884696017,1.58216498828802,0.002653526185808
"Dental Office Practice Manager","manage",4,377,0.0106100795755968,1.32034111832166,0.0140089243323253
"Dental Office Practice Manager","manager",4,377,0.0106100795755968,1.05749719919632,0.0112201294344437
"Department Manager - Operations","manager",4,260,0.0153846153846154,1.05749719919632,0.0162691876799433
"Department of Defense Administrator/Project Manager","manager",4,475,0.00842105263157895,1.05749719919632,0.0089052395721795
"Department Specialist","management",4,640,0.00625,0.547311166114104,0.00342069478821315
"Deputy City Manager","leadership",4,344,0.0116279069767442,1.49578409994796,0.0173928383714879
"Deputy Director of Programs and Operations","management",4,522,0.00766283524904215,0.547311166114104,0.00419395529589352
"Deputy Finance Director","management",4,873,0.00458190148911798,0.547311166114104,0.00250772584702912
"Deputy Superintendent","administration",4,647,0.00618238021638331,1.99169019129548,0.0123133860358299
"Detailed Scheduler","capacity",4,447,0.00894854586129754,3.21954226941136,0.0288102216502135
"Dev Ops Engineer","management",4,415,0.00963855421686747,0.547311166114104,0.00527528834808775
"Development Manager / Project Manager","management",4,311,0.0128617363344051,0.547311166114104,0.00703937191143543
"Diesel Mechanic","power",4,409,0.0097799511002445,2.14814892998457,0.0210087914912916
"Digital Marketing Manager","leadership",4,3057,0.00130847235852143,1.49578409994796,0.00195719214909776
"DIR FINANCIAL REPORTING","management",4,743,0.0053835800807537,0.547311166114104,0.00294649349186597
"DIR PROVIDER RECRUITMENT & COMP","management",4,521,0.00767754318618042,0.547311166114104,0.0042020051141198
"Director-Real Estate Management","management",4,488,0.00819672131147541,0.547311166114104,0.00448615709929594
"DIRECTOR - CARE MANAGEMENT","management",4,409,0.0097799511002445,0.547311166114104,0.00535267644121374
"Director Contact & Lifecycle Management","leadership",4,342,0.0116959064327485,1.49578409994796,0.0174945508765844
"Director of Administration Finance and Operations - Pharmacy - Hinsdale Hospital","leadership",4,396,0.0101010101010101,1.49578409994796,0.0151089303025047
"Director of Brand Management , Private Brand","lead",4,796,0.0050251256281407,1.58216498828802,0.00795057783059306
"Director of Career Services","management",4,1146,0.00349040139616056,0.547311166114104,0.00191033565833893
"Director of Finance and Operations","administration",4,417,0.00959232613908873,1.99169019129548,0.0191049418829303
"Director of Finance and Operations","management",4,417,0.00959232613908873,0.547311166114104,0.00524998720493146
"DIRECTOR of HUMAN RESOURCES","management",4,203,0.0197044334975369,0.547311166114104,0.0107844564751548
"Director of Internal Audit","management",4,592,0.00675675675675676,0.547311166114104,0.0036980484196899
"Director of Manufacturing","management",4,411,0.0097323600973236,0.547311166114104,0.00532662935390856
"Director of Manufacturing Engineering","leader",4,1928,0.0020746887966805,2.14624778872754,0.00445279624217332
"Director of Manufacturing Engineering","manage",4,1928,0.0020746887966805,1.32034111832166,0.00273929692597854
"Director of Mental Health Housing","management",4,462,0.00865800865800866,0.547311166114104,0.00473862481484073
"Director of Operations","control",4,2258,0.00177147918511957,1.76157345028845,0.00312059070024526
"Director of Operations & Engagement","leadership",4,634,0.00630914826498423,1.49578409994796,0.00943712365897768
"Director of People Services","management",4,554,0.0072202166064982,0.547311166114104,0.00395170517049895
"Director of Product Management","management",4,321,0.0124610591900312,0.547311166114104,0.00682007683631283
"DIRECTOR of QUALITY MANAGEMENT, DOWNEY","leadership",4,378,0.0105820105820106,1.49578409994796,0.0158284031740525
"Director Technical Accounting","management",4,315,0.0126984126984127,0.547311166114104,0.00694998306176641
"Director, Business Operations","direction",4,647,0.00618238021638331,2.12185633560338,0.0131181226312419
"Director, Corporate IT","manage",4,370,0.0108108108108108,1.32034111832166,0.0142739580359098
"Director, Customer Success","lead",4,544,0.00735294117647059,1.58216498828802,0.0116335660903531
"Director, Enterprise Sales","management",4,782,0.0051150895140665,0.547311166114104,0.00279954560672176
"Director, Health Information Management (HIM) **no RECRUITERS PLEASE","management",4,181,0.0220994475138122,0.547311166114104,0.012095274389262
"DIRECTOR, HUMAN RESOURCES","management",4,501,0.00798403193612774,0.547311166114104,0.00436974982925433
"Director, Lab Outreach Operations - CDH Lab Administration, Full Time, Days","leadership",4,536,0.00746268656716418,1.49578409994796,0.0111625679100594
"Director, Learning","leadership",4,420,0.00952380952380952,1.49578409994796,0.0142455628566473
"Director, Platform Operations (DevOps)","management",4,744,0.00537634408602151,0.547311166114104,0.0029425331511511
"Director, Product DevOps and IT Operations","lead",4,413,0.00968523002421308,1.58216498828802,0.0153236318478259
"Director, Quality","manage",4,613,0.0065252854812398,1.32034111832166,0.00861560272966823
"Director, Sourcing","manage",4,408,0.00980392156862745,1.32034111832166,0.0129445207678594
"Director, Supplier Performance Management - Zoro","lead",4,430,0.00930232558139535,1.58216498828802,0.0147178138445397
"Director, Supplier Performance Management - Zoro","management",4,430,0.00930232558139535,0.547311166114104,0.00509126666152655
"Dishwasher","manager",4,3120,0.00128205128205128,1.05749719919632,0.00135576563999528
"Dishwasher - Big E's Sports Grill Holland","supervisor",4,1552,0.00257731958762887,2.01390418576636,0.00519047470558341
"Dispatcher","manage",4,1052,0.00380228136882129,1.32034111832166,0.0050203084346831
"Distribution Center Team Lead (Second Shift)","lead",4,361,0.0110803324099723,1.58216498828802,0.0175309139976512
"Distribution Center Team Lead (Second Shift)","management",4,361,0.0110803324099723,0.547311166114104,0.00606438965223384
"Distribution Manager","supervisor",4,515,0.00776699029126214,2.01390418576636,0.0156419742583795
"District Manager","manage",4,5225,0.00076555023923445,1.32034111832166,0.00101078745900222
"District Manager Trainee","manager",4,397,0.0100755667506297,1.05749719919632,0.0106548836191064
"District Sales and Operations Manager","management",4,411,0.0097323600973236,0.547311166114104,0.00532662935390856
"District Supervisor - Competitive Wages, Generous Benefits Package!","management",4,383,0.010443864229765,0.547311166114104,0.00571604351033007
"Document Control Associate","management",4,262,0.0152671755725191,0.547311166114104,0.00835589566586419
"DRI Technical Manager","manage",4,611,0.00654664484451719,1.32034111832166,0.00864380437526452
"Drupal Technical Lead","lead",4,386,0.0103626943005181,1.58216498828802,0.0163954921066116
"E-Commerce Supervisor","management",4,555,0.00720720720720721,0.547311166114104,0.00394458498100255
"Ecommerce Manager/Director","management",4,409,0.0097799511002445,0.547311166114104,0.00535267644121374
"EDI Coordinator","management",4,793,0.00504413619167718,0.547311166114104,0.00276071206110519
"eDiscovery Project Manager","manager",4,540,0.00740740740740741,1.05749719919632,0.00783331258663937
"Education Technology Specialist","leadership",4,1021,0.0039177277179236,1.49578409994796,0.00586007482839554
"EHR Infrastructure Architect","administration",4,478,0.00836820083682008,1.99169019129548,0.0166668635254852
"Electrical Engineer (RF)","power",4,650,0.00615384615384615,2.14814892998457,0.0132193780306742
"Emergency Service Project Manager","management",4,336,0.0119047619047619,0.547311166114104,0.006515609120406
"Emissions Group Operations Manager","manage",4,324,0.0123456790123457,1.32034111832166,0.0163005076336007
"Employer Outreach Specialist III","leadership",4,1080,0.0037037037037037,1.49578409994796,0.00553994111091838
"Engineering & Facilities Manager","manage",4,497,0.00804828973843058,1.32034111832166,0.0106264878738161
"Engineering Manager","lead",4,2455,0.00162932790224033,1.58216498828802,0.00257786556136541
"Engineering Services Manager","management",4,526,0.00760456273764259,0.547311166114104,0.00416206209972703
"Engineering Technician","manager",4,1356,0.00294985250737463,1.05749719919632,0.0031194607645909
"Enhancement Manager","manage",4,907,0.00441014332965821,1.32034111832166,0.00582289357583972
"Entry Level Manager","leadership",4,751,0.00532623169107856,1.49578409994796,0.00796689267615426
"Entry Level Master Control & IT Support Position","control",4,233,0.0171673819742489,1.76157345028845,0.0302416042967974
"Estimator","management",4,1167,0.00342759211653813,0.547311166114104,0.001875959438266
"Executive Administrative Assistant - Merriam, KS","management",4,316,0.0126582278481013,0.547311166114104,0.00692798944448233
"Executive Assistant","manager",4,3893,0.00102748522989982,1.05749719919632,0.00108656275283464
"Executive Director","leadership",4,2544,0.00157232704402516,1.49578409994796,0.00235186179237101
"Executive Housekeeping Manager","manager",4,540,0.00740740740740741,1.05749719919632,0.00783331258663937
"Executive Sous Chef","supervise",4,574,0.00696864111498258,2.7939114917086,0.0194697664927429
"Executive Team Leader (Service and Engagement) Corpus Christi, TX","leader",4,388,0.0103092783505155,2.14624778872754,0.0221262658631705
"Executive Team Leader Apparel and Accessories (Assistant Manager Apparel and Accessories)-Beaverton, or","leader",4,417,0.00959232613908873,2.14624778872754,0.0205875087647726
"Experience Required -- Landscaping / Lawn Maintenance Crew Leader","manager",4,670,0.00597014925373134,1.05749719919632,0.00631341611460487
"Experience Required -- Landscaping / Lawn Maintenance Crew Leader","power",4,670,0.00597014925373134,2.14814892998457,0.0128247697312511
"F5 Network Engineer","management",4,425,0.00941176470588235,0.547311166114104,0.00515116391636804
"Facilities Project Manager","management",4,582,0.00687285223367698,0.547311166114104,0.00376158877054367
"Facilities Supervisor","manager",4,364,0.010989010989011,1.05749719919632,0.0116208483428167
"Facilities Supervisor - Seattle","management",4,501,0.00798403193612774,0.547311166114104,0.00436974982925433
"Facility Manager","control",4,2346,0.00170502983802217,1.76157345028845,0.00300353529460946
"Facility Security Manager","management",4,445,0.00898876404494382,0.547311166114104,0.00491965093136274
"FERC Project Manager","management",4,520,0.00769230769230769,0.547311166114104,0.00421008589318542
"Field Installation Manager","management",4,663,0.00603318250377074,0.547311166114104,0.00330202815151798
"Field Underwriter Manager","lead",4,281,0.0142348754448399,1.58216498828802,0.0225219215414665
"FileNet P8 Administration","administration",4,215,0.0186046511627907,1.99169019129548,0.0370547012334043
"Finance Customer Management Supervisor","lead",4,424,0.00943396226415094,1.58216498828802,0.01492608479517
"Finance Director","leadership",4,540,0.00740740740740741,1.49578409994796,0.0110798822218368
"Finance Director","management",4,540,0.00740740740740741,0.547311166114104,0.0040541567860304
"Financial Planning & Analysis Analyst","management",4,1041,0.00384245917387128,0.547311166114104,0.00210302081119733
"Financial Professional","management",4,700,0.00571428571428571,0.547311166114104,0.00312749237779488
"Financial Reporting Analyst- Grant Dedicated 01873","management",4,434,0.00921658986175115,0.547311166114104,0.00504434254483046
"Financial Sales Manager II","management",4,705,0.00567375886524823,0.547311166114104,0.00310531158078925
"Fiscal Risk Manager","management",4,320,0.0125,0.547311166114104,0.00684138957642631
"Fleet Administrator","administrator",4,1109,0.0036068530207394,3.20301296746015,0.0115527969971511
"Fleet Maintenance Supervisor","direction",4,1840,0.00217391304347826,2.12185633560338,0.00461273116435518
"Fleet Maintenance Supervisor","manager",4,1840,0.00217391304347826,1.05749719919632,0.0022989069547746
"Fleet Mechanic (Heavy Equipment) Fortune 500 Company- Lakeland FL","management",4,967,0.00413650465356774,0.547311166114104,0.00226395518558058
"Floating Manager Vacation Rental Management","manager",4,324,0.0123456790123457,1.05749719919632,0.0130555209777323
"Floor Manager","management",4,746,0.00536193029490617,0.547311166114104,0.00293464432232764
"Flower Mound Administration Manager","management",4,553,0.00723327305605787,0.547311166114104,0.00395885111113276
"Focused Improvement Supervisor","management",4,699,0.00572246065808298,0.547311166114104,0.00313196661581748
"FOH Manager","management",4,938,0.00426439232409382,0.547311166114104,0.00233394953566782
"Food & Beverage Manager / F&B Manager","management",4,481,0.00831600831600832,0.547311166114104,0.0045514442088491
"Food & Beverage Manager / F&B Manager","manager",4,481,0.00831600831600832,1.05749719919632,0.00879415550267206
"Food & Beverage Operations Manager","management",4,440,0.00909090909090909,0.547311166114104,0.00497555605558277
"Food & Beverage Ops Manager","management",4,444,0.00900900900900901,0.547311166114104,0.00493073122625319
"Food Production Supervisor","supervisor",4,939,0.00425985090521832,2.01390418576636,0.00857893156875981
"Forklift Operator","control",4,1116,0.003584229390681,1.76157345028845,0.00631388333436721
"Front Desk Administrator","management",4,459,0.00871459694989107,0.547311166114104,0.0047695962188593
"Front Desk Manager","manager",4,482,0.00829875518672199,1.05749719919632,0.0087759103667744
"Front Desk Representative, Full-Time","manager",4,676,0.00591715976331361,1.05749719919632,0.00625737987690127
"Front Office Coordinator","administrator",4,648,0.00617283950617284,3.20301296746015,0.0197716849843219
"Front Office Manager","lead",4,4248,0.000941619585687382,1.58216498828802,0.00148979754076085
"Fulfillment Center Manager","control",4,618,0.00647249190938511,1.76157345028845,0.0114017699047796
"Fulfillment Center Manager","management",4,618,0.00647249190938511,0.547311166114104,0.00354246709458967
"Full Time Stock Supervisor","management",4,307,0.0130293159609121,0.547311166114104,0.00713109011223589
"Full Time Stock Supervisor","manager",4,307,0.0130293159609121,1.05749719919632,0.0137784651361083
"Full Time Supervisor","direction",4,1019,0.00392541707556428,2.12185633560338,0.00832917109167176
"Full Time Workforce Management Tracking (WFM) Specialist","management",4,392,0.0102040816326531,0.547311166114104,0.00558480781749086
"Funding Project Specialist - OSRI","management",4,335,0.0119402985074627,0.547311166114104,0.0065350586998699
"Funeral Home Managing Partner","leadership",4,489,0.0081799591002045,1.49578409994796,0.0122354527603105
"G1639 - Store Manager-ANN - Exempt","management",4,1033,0.00387221684414327,0.547311166114104,0.00211930751641473
"General Accountant","control",4,779,0.00513478818998716,1.76157345028845,0.00904530654833608
"General Forman","power",4,911,0.00439077936333699,2.14814892998457,0.00943204799115067
